year;title;author;publisher;classification;library
2012.0;Crépuscule / Michael Cunningham , traduit de l'américain par Anne Damour;Cunningham, Michael (1952-....);Paris : Belfond, 2012;AN CUNN;CABANIS
2012.0;Un couple d'enfer / [Scénario] Delaf , [dessin] Dubuc;Delaf (1973-....);Marcinelle (Belgique) : Dupuis, 2011;Nom 05;CABANIS
2012.0;La prochaine fois / Marc Levy;Lévy, Marc;Paris : R. Laffont, 2004;LEV;CABANIS
2012.0;Une forme de vie / Amélie Nothomb;Nothomb, Amélie (1967-....);Paris : Albin Michel, 2010;RT NOTH;CABANIS
2016.0;"Studio danse. 3 / scénario Béka ; dessin Crip ; couleur Maëla Cosson";Béka;Charnay-lès-Mâcon (Saône-et-Loire) : Bamboo, 2009;Stu 03;CABANIS
2011.0;La valse lente des tortues  / Katherine Pancol;Pancol, Katherine;Paris : Albin Michel, 2008;-;CABANIS
2014.0;Plat / scénario et dessin Patricia Lyfoung avec l'aide de Linda Aksonesilp, couleur Fleur D.;Lyfoung, Patricia (1977-....);Paris : Delcourt, 2013;BD PRI/02;CABANIS
2015.0;"Situations critiques / Dominique Roques ; Alexis Dormal";Roques, Dominique;Paris : Dargaud, 2009;BDT ROQ Pic 2;CABANIS
2018.0;Happinez : Le premier mindstyle magazine;-;Paris : Oracom, 2014-;-;CABANIS
2013.0;Aya de Yopougon. 1 / [scénario] Marguerite Abouet, [dessin] Clément Oubrerie, préface de Anna Gavalda;Abouet, Marguerite (1971-....);Paris : Gallimard-Jeunesse, 2005;BDT ABO Aya 1;CABANIS
2011.0;Le prédicateur / Camilla Läckberg, traduit du suédois par Lena Grumbach et Catherine Marcus;Läckberg, Camilla (1974-....);Arles (Bouches-du-Rhône) : Actes Sud, impr. 2009;P LACK;CABANIS
2011.0;La femme du Ve / Douglas Kennedy, Traduit de l'anglais par Bernard Cohen;Kennedy, Douglas (1955-....);Paris : Belfond, 2007;DOU;CABANIS
2012.0;Betty / Arnaldur Indridason , traduit de l'islandais par Patrick Guelpa;Arnaldur Indridason (1961-....);Paris : Métailié, 2011;P ARNA;CABANIS
2012.0;Le ciel lui tombe sur la tête / Texte et dessins d'Albert Uderzo , Encrage : Frédéric Mébarki , Lettrage : Michel Janvier , Mise en couleur : Thierry Mébarki , Coordination : Studio 56;Uderzo, Albert;Paris : Albert René, 2005;BDT GOS Ast 33;CABANIS
2014.0;Etranges rivages / Arnaldur Indridason, traduit de l'islandais par Eric Boury;Arnaldur Indridason (1961-....);Paris : Ed. Métailié, 2013;P INDR;CABANIS
2014.0;Max et Lili sont fans de marques / Dominique de Saint-Mars, illustrations de Serge Bloch;Saint-Mars, Dominique de;Coppet (Suisse) : Calligram, 2008;-;CYP
2014.0;Le père de Max et Lili est au chômage / Dominique de Saint-Mars, ill. de Serge Bloch;Saint-Mars, Dominique de;[Fribourg] : Calligram, 1998;E SAI;CABANIS
2014.0;Au feu les pompiers... / Emile Jadoul;Jadoul, Émile;Bruxelles : Casterman, 2012;A JAD;CABANIS
2016.0;Les Cahiers de Science et vie : les racines du monde;-;Paris : Excelsior publications, 1991-;-;CABANIS
2015.0;"Les Schtroumpfs de l'ordre / scénario Alain Jost et Thierry Culliford ; d'après Peyo ; dessins Jeroen De Coninck ; couleurs Nine Culliford ; édition Peyo Créations";Jost, Alain (1955-....);Paris : Le Lombard, 2012;Sch 30;CABANIS
2018.0;L'archipel du Chien / Philippe Claudel;Claudel, Philippe (1962-....);Paris : Stock, 2018;CLAU;CABANIS
2018.0;Chanson de la ville silencieuse  / Olivier Adam;Adam, Olivier (1974-....);Paris : Flammarion, 2018;ADAM;CABANIS
2017.0;"La vérité toute moche. 5 / Jeff Kinney ; traduit de l'anglais (Etats-Unis) par Natalie Zimmermann";Kinney, Jeff;Paris : Seuil, 2012;J KIN;CABANIS
2017.0;Le Bureau des Jardins et des Etangs / Didier Decoin;Decoin, Didier (1945-....);Paris : Stock, 2016;DECO;CABANIS
2020.0;J'apprends à lire : pour découvrir la lecture;-;Toulouse :  Milan press,  1999-;-;CABANIS
2020.0;Bed bug  / Katherine Pancol;Pancol, Katherine (1954-....);Paris : Albin Michel, 2019;RT PANC;CABANIS
2020.0;"Astérix le gaulois / texte de René Goscinny ; dessins d'Albert Uderzo";Goscinny, René (1926-1977);Paris : Hachette, 1999;Ast 01;CABANIS
2017.0;Désolée, je suis attendue / Agnès Martin-Lugand;Martin-Lugand, Agnès;Neuilly-sur-Seine (Hauts-de-Seine) : M. Lafon, 2016;MART;CABANIS
2018.0;Revue du crieur : enquête sur les idées et la culture;-;Paris : La Découverte : Médiapart, 2015-;-;CABANIS
2013.0;Biba [Texte imprime];-;Paris : Biba, 1980-, Paris : Excelsior publications, 1999-;P1119;CABANIS
2013.0;Double sens : les objets. 1 / Marutan;Marutan;Bruxelles : Casterman, 2012;JEU A MAR;CABANIS
2013.0;La grammaire pour tous;-;Paris : Hatier, 2006;445 B;EMP
2020.0;Mes premières belles histoires;-;Paris : Bayard jeunesse, 2004-;070.4;CABANIS
2020.0;Artémus le Légendaire. 19 / Patrick Sobral;Sobral, Patrick (1972-....);Paris : Delcourt, 2016;Leg 19;CABANIS
2020.0;Psychologie positive;-;Paris : ORACOM, 2015-;-;CABANIS
2020.0;"Sound of silence. 6 / dessin Midam et Adam ; scénario Midam et Patelin ; couleurs BenBK";-;Lasne (Belgique) : Mad fabrik, 2011;Gam 06;CABANIS
2019.0;Le cycle d'anathos : L'Alystory. 9 / Patrick Sobral;Sobral, Patrick;Paris : Delcourt, 2008;BDT SOB Lég 9;CABANIS
2019.0;"Elle m'a toujours protégé. 14 / Patricia Lyfoung ; couleurs Philippe Ogaki, Fleur D., Linda Aksonesilp";Lyfoung, Patricia;Paris : Delcourt, 2018;BD ROS T.14;CABANIS
2019.0;"Je crois que je t'aime. 6 / scénario et dessin Patricia Lyfoung ; couleur Philippe Ogaki";Lyfoung, Patricia;Paris : Delcourt, 2010;BD ROS 06;CABANIS
2019.0;"Le guerrier de sable. 1 / scénario Mark Siegel, Alexis Siegel ; dessin Xanthe Bouma, Matt Rockefeller, Boya Sun ; [trad. de l'américain par Isabelle Troin]";Siegel, Mark;Paris : Gallimard, 2017;5mo 01;CABANIS
2019.0;"Le retour de Lavinia. 7 / scénario Audrey Alwett ; d'après Frances Hodgson Burnett ; dessin Nora Moretti ; couleur Marina Duclos";Alwett, Audrey;Toulon : Soleil, 2014;Pri 07;CABANIS
2019.0;C'est ma mare / Claire Garralon;Garralon, Claire;Nantes : MeMo, 2016;AB GAR;CABANIS
2019.0;"Héros / scénario Frédéric Maupomé ; dessin Dawid";Maupomé, Frédéric;Amiens : Ed. de la Gouttière, 2016;BD SUP/02;CABANIS
2018.0;La serpe  / Philippe Jaenada;Jaenada, Philippe (1964-....);Paris : Julliard, 2017;JAEN;CABANIS
2018.0;"Le guerrier de sable / scénario Mark Siegel, Alexis Siegel ; dessin Xanthe Bouma, Matt Rockefeller, Boya Sun ; [trad. de l'américain par Isabelle Troin]";Siegel, Mark;Paris : Gallimard, 2017;5mo 01;CABANIS
2015.0;"Les schtroumpfs et le livre qui dit tout / Scénario Alain Jost et Thierry Culliford ; Dessin Pascal Garray ; couleurs Nine Culliford";Jost, Alain;Bruxelles : Le Lombard, 2008;Sch 26;CABANIS
2017.0;Une souris verte / Thierry Dedieu;Dedieu, Thierry (1955-....);Paris : Seuil Jeunesse, 2015;A DED;CABANIS
2017.0;Le livre des Baltimore  / Joèel Dicker;Dicker, Joèel (1985-....);Paris : Ed. de Fallois, 2015;DICK;CABANIS
2018.0;"Me pardonneras-tu ?. 9 / scénario et dessin Patricia Lyfoung ; couleur Fleur D. & Philippe Ogaki avec l'aide d'Alrik";Lyfoung, Patricia;Paris : Delcourt, 2013;BD ROS/09;CABANIS
2018.0;L'espoir fait vivre / Bruno Dequier;Dequier, Bruno;Marcinelle (Belgique) : Dupuis, 2015;Lou 04;CABANIS
2018.0;La tresse / Laetitia Colombani;Colombani, Laetitia (1976-....);Paris : Grasset, 2017;RT COLO;CABANIS
2018.0;"Intrigue à Venise. 9 / scénario Audrey Alwett ; dessin Nora Moretti ; couleur Marina Duclos";Alwett, Audrey;Toulon : Soleil, 2016;BD Pri/9;CABANIS
2018.0;"Celui qui part / scénario Wilfrid Lupano ; dessin Paul Cauuet ; couleurs Paul Cauuet et Gom";Lupano, Wilfrid (1971-....);Bruxelles : Dargaud benelux, 2015;Lm B 9095;CABANIS
2013.0;M : le magazine du Monde [directeur de la publication Louis Dreyfus];-;Paris : Société éditrice du Monde, 2011-;-;CABANIS
2013.0;Le livre du papier;-;Paris : Fleurus, 2005;765.1 L;CABANIS
2013.0;Filotéo [Texte imprimé] : Dieu, le monde et toi : 8/13 ans;-;Paris : Bayard presse, 2005-;-;CABANIS
2015.0;Slime project / Midam;Midam;Lasne (Belgique) : Mad fabrik, 2012;BDT MID Kid 13;CABANIS
2015.0;Angor / Franck Thilliez;Thilliez, Franck (1973-....);Paris : Fleuve éditions, 2014;RTP THIL;CABANIS
2015.0;Et n'oublie pas d'être heureux : abécédaire de psychologie positive / Christophe André;André, Christophe (1956-....);Paris : O. Jacob, 2014;158.1 A;CABANIS
2015.0;L'Amour, c'est pô propre... / Zep;Zep;Grenoble : Glénat, 1993;BDT ZEP Tit 2;CABANIS
2012.0;Tchô, monde cruel / Zep;Zep;Grenoble : Glénat, 1997;BD ZEP;CABANIS
2012.0;Max embête les filles / Dominique de Saint Mars , ill. de Serge Bloch;Saint-Mars, Dominique de;[Fribourg] : Calligram, 2000;E SAI;CABANIS
2012.0;Le voleur d'ombres / Marc Lévy;Levy, Marc;Paris : R. Laffont, 2010;-;CABANIS
2012.0;Le rabaissement / Philip Roth , traduit de l'anglais (Etats-Unis) par Marie-Claire Pasquier;Roth, Philip (1933-....);Paris : Gallimard, 2011;AN ROTH;CABANIS
2012.0;Les lueurs du Sud / Danielle Steel , trad. de l'anglais (Etats-Unis) par Eveline Charlès;Steel, Danielle (1947-....);Paris : Presses de la Cité, 2011;-;CABANIS
2012.0;Changement de lune / scénario Mathieu Mariolle , dessins Minikim et Pop;Mariolle, Mathieu;Bruxelles : Dargaud, 2008;Alt 01;CABANIS
2016.0;"Ils savent tout de vous / Iain Levison ; traduit de l'anglais (Etats-Unis) par Fanchita Gonzalez Batlle";Levison, Iain (1963-....);Paris : Liana Levi, 2015;AN LEVI;CABANIS
2011.0;Parle-leur de batailles, de rois et d'éléphants / Mathias Enard;Énard, Mathias (1972-....);Arles (Bouches-du-Rhône) : Actes Sud, 2010;RT ENAR;CABANIS
2011.0;Trois femmes puissantes / Marie NDiaye;NDiaye, Marie;Paris : Gallimard, 2009;NDIA;CABANIS
2016.0;California dreamin' / Pénélope Bagieu;Bagieu, Pénélope (1982-....);Paris : Gallimard, 2015;BAG Cal;CABANIS
2013.0;Mon imagier de tous les animaux : 400 photos pour découvrir les animaux;-;Toulouse : Milan jeunesse, 2008;590 M;MGM
2018.0;"L'abominable soeur des neiges ! / scénario et dessin Olivier Dutto ; couleur Benoît Bekaert";Dutto, Olivier;Toulon : Soleil, 2015;BD PTI/20;CABANIS
2017.0;Arrête avec tes mensonges / Philippe Besson;Besson, Philippe (1967-....);Paris : Julliard, 2017;BESS;CABANIS
2017.0;ça va dégominer ! / Anne Didier et Olivier Muller, Clément Devaux;Didier, Anne (1969-....);Toulouse : BD Kids, 2014;BD Ana 07;CABANIS
2017.0;Le collier rouge / Jean-Christophe Rufin;Rufin, Jean-Christophe (1952-....);Paris : Gallimard, 2014;RUFI;CABANIS
2017.0;Petite salamandre : la revue des enfants curieux de nature 4-7 ans;-;Neuchâtel (Suisse) : bLa Petite Salamandre, 2015-;-;CABANIS
2014.0;Le zoo pétrifié / scénario Joris Chamblain, dessin, couleurs Aurélie Neyret;Chamblain, Joris;Toulon : Soleil, 2012;BD CAR/01;CABANIS
2011.0;La Belle et la Bête / dessin Clarke, scénario Gilson, couleurs Cerise;Gilson, François;Marcinelle-Charleroi, Paris : Dupuis, 2004;BD GIL;CABANIS
2012.0;Waterminator / Scénario et dessins Midam , couleurs Angèle;Midam;[Marcinelle] , [Paris] : Dupuis, 2001;BD MID;CABANIS
2016.0;"Carnage total / Scénario et dessin Midam ; couleurs Angèle";Midam;"[Marcinelle (Belgique)] ; [Paris] : Dupuis, 1996";BD MID;CABANIS
2013.0;Tom-Tom et ses idées explosives / scénario Jacqueline Cohen, dessins Bernadette Desprès, couleurs Catherine Viansson-Ponté;-;Montrouge (Hauts-de-Seine) : Bayard Jeunesse, 2004;Tom 02;CABANIS
2013.0;Blork raider  / dessin Midam et Adam, scénario Augustin, Adam, Thiriet et al., couleur Angèle;Adam;Marcinelle : Dupuis, 2004;Gam 01;CABANIS
2018.0;Ma ZAD / Jean-Bernard Pouy;Pouy, Jean-Bernard (1946-....);Paris : Gallimard, 2018;P POU;CABANIS
2013.0;La Cause du désir : nouvelle revue de psychanalyse;-;Paris (1 rue Huysmans, 75006) : Navarin Editeur, 2012-;-;CABANIS
2013.0;Une affaire conjugale / Eliette Abécassis;Abécassis, Eliette (1969-....);Paris : Albin Michel, 2010;ABEC;CABANIS
2012.0;Lili regarde trop la télé / Dominique de Saint-Mars , ill. de  Serge Bloch;Saint-Mars, Dominique de;[Fribourg] : Calligram, 1999;E SAI;CABANIS
2012.0;Le clan du requin / Dessin Bruno Gazzotti , scénario Fabien Vehlmann;Vehlmann, Fabien;Marcinelle (Belgique) : Dupuis, 2008;Seu 03;CABANIS
2012.0;Max et Lili se posent des questions sur Dieu / Dominique de Saint-Mars , dessin Serge Bloch;Saint-Mars, Dominique de;Coppet (Suisse) : Calligram, 2008;E SAI;EMP
2012.0;Mon papy et moi / Tadao Miyamoto , adaptation française de Christophe Le Masne;Miyamoto, Tadao;Paris : Mango-Jeunesse, 2010;A MIY;CABANIS
2012.0;Farfadets et korrigans / dessin Clarke , scénario Gilson , couleurs Cerise;Gilson, François;[Marcinelle] , [Paris] : Dupuis, 1999.;BD GIL;CABANIS
2016.0;Le mariage de plaisir / Tahar Ben Jelloun;Ben Jelloun, Tahar (1944-....);Paris : Gallimard, 2016;BEN;CABANIS
2016.0;Muze : culture, allure, littérature;-;"Paris (3/5 rue Bayard ; 75393 Cedex 08) : Bayard presse, 2004-";-;CABANIS
2011.0;Max et Lili veulent tout savoir sur les bébés / Dominique de Saint Mars, Serge Bloch;Saint-Mars, Dominique de;[Fribourg] : Calligram, 1999;E SAI;CABANIS
2014.0;Chi, une vie de chat. 7 / Kanata Konami, [trad. Kayo Chassaigne et Elodie Lepelletier];Konami, Kanata;Grenoble : Glénat, 2012;BD CHI/07;CABANIS
2014.0;Un frère, ça sert toujours ! / scénario et dessin Dutto, couleurs Bekaert;Dutto, Olivier;Toulon : Soleil, 2012;Pti 13;CABANIS
2014.0;Jadina / scénario Patrick Sobral, dessin et couleur Nadou;Sobral, Patrick;Paris : Delcourt, 2013;BD LEG OR/2;CABANIS
2014.0;1Q84. 1. Avril-juin / Haruki Murakami, traduit du japonais par Hélène Morita, avec la collaboration de Yôko Miyamoto;Murakami, Haruki (1949-....);Paris : Belfond, 2011;EO MURA;CABANIS
2014.0;Lili fait des cauchemars / Dominique de Saint Mars, ill. de Serge Bloch;Saint-Mars, Dominique de;[Fribourg] : Calligram, 2002;E SAI;CABANIS
2015.0;Art Actuel :  Le magazine des Arts Contemporains;-;Paris : VM éd., 1998-;-;CABANIS
2018.0;"Chi, une vie de chat. 11 / Kanata Konami ; [trad. du japonais par Kayo Sato, Elodie Pelletier]";Konami, Kanata;Grenoble : Glénat, 2014;BDM CHI/11;CABANIS
